id,candidate_id,timetable_id
10301,5385,2
10302,5409,2
10303,5419,1
10306,5427,2
10307,5493,2
10308,5528,1
10311,5537,2
10312,5557,2
10313,5581,2
10315,5631,1
10320,5632,1
10324,5639,1
10326,5655,2
10327,5659,2
10328,5696,2
10329,5712,2
10330,5753,2
10331,5757,2
10332,5816,2
10333,5823,2
10334,5843,2
10335,5866,2
10336,5896,2
10337,5956,2
10338,5976,1
10342,6005,2
10343,6031,1
10348,6101,1
10350,6104,1
10354,6113,1
10359,6163,1
10363,6172,2
10364,6237,1
10367,6252,1
10370,6270,2
10372,6310,2
10373,6361,2
10374,6369,2
10375,6389,2
10376,6408,5
10379,6440,2
10380,6459,1
10384,6468,1
10388,6477,1
10391,6484,1
10395,6504,2
10396,6505,2
10397,6575,1
10401,6630,2
10402,6631,1
10407,6672,2
10408,6692,1
10411,6733,1
10413,6749,2
10416,6771,1
10420,6809,2
10421,6815,2
10422,6852,5
10423,6853,5
10424,6868,1
10427,6893,1
10430,6923,1
10433,6937,1
10436,6962,2
10437,6975,1
10440,7021,1
10443,7026,2
10444,7081,1
10447,7099,2
10448,7193,1
10451,7210,2
10452,7219,2
10453,7236,2
10454,7249,5
10458,7255,2
10459,7272,2
10460,7291,1
10464,7316,1
10468,7393,2
10469,7442,2
10470,7453,2
10471,7459,2
10472,7519,1
10477,7532,2
10478,7554,2
10479,7563,2
10480,7583,2
10481,7740,1
10484,7752,2
10485,7767,1
10489,7789,1
10493,7797,2
10494,7875,2
10495,7889,2
10496,7938,1
10499,7942,2
10500,7972,1
10502,7976,1
10507,7984,2
10508,8034,2
10509,8131,2
10510,8193,2
10511,8238,5
10512,8272,2
10513,8299,2
10514,8323,1
10517,8382,2
10518,8384,2
10519,8424,1
10522,8432,2
10523,8445,2
10524,8460,2
10526,8472,1
10529,8497,2
10530,8502,1
10533,8536,1
10535,8546,1
10538,8581,5
10542,8634,2
10543,8693,1
10545,8752,1
10548,8757,5
10551,8758,2
10552,8783,2
10553,8839,2
10554,8901,2
10555,8907,1
10558,8969,5
10559,8998,2
10560,9024,5
10564,9031,1
10567,9116,1
10570,9171,1
10574,9181,2
10575,9200,2
10576,9262,5
10580,9263,2
10581,9273,2
10582,9286,1
10585,9317,2
10586,9320,2
10587,9348,1
10590,9378,2
10591,9404,2
10592,9455,2
10593,9502,2
10594,9515,2
10595,9558,2
10597,9567,2
10598,9601,1
10602,9613,2
10603,9626,1
10606,9670,1
10609,9672,1
10612,9673,2
10613,9727,2
10614,9768,2
10615,9774,2
10616,9896,2
10617,9914,1
10620,9938,1
10623,9944,5
10626,9949,2
10627,9969,2
10628,10086,2
10629,10087,2
10630,10097,2
10631,10154,1
10633,10172,2
10635,10187,1
10639,10234,1
10643,10240,2
10644,10251,1
10648,10290,2
10649,10361,2
10650,10376,2
10651,10436,2
10652,10443,2
10653,10445,2
10654,10478,1
10656,10519,2
10657,10536,2
10658,10538,1
10661,10689,2
10662,10707,2
10663,10732,2
10664,10733,2
10665,10755,2
10666,10778,1
10671,10783,1
10674,10842,2
10675,10906,2
10676,11010,2
10677,11020,1
10682,11063,1
10684,11261,2
10685,11290,2
10686,11333,2
10687,11348,2
10689,11480,2
10690,11488,1
10693,11513,2
10695,11563,2
10696,11572,1
10700,11624,2
10701,11634,2
10702,11667,2
10703,11668,2
10704,11709,2
10705,11712,1
10707,11714,2
10708,11731,2
10710,11768,2
10712,11774,2
10713,11870,1
10716,11882,1
10718,11884,2
10719,11924,2
10721,11926,2
10722,11930,1
10725,11968,2
10728,11989,2
10729,12028,5
10732,12040,1
10735,12049,2
10736,12101,2
10737,12129,2
10738,12143,2
10739,12164,2
10740,12181,5
10742,12184,1
10745,12188,1
10748,12209,2
10749,12224,2
10750,12252,1
10755,12266,2
10756,12286,1
10759,12329,2
10760,12349,1
10762,12358,1
10765,12365,2
10766,12381,2
10768,12391,2
10769,12398,2
10770,12502,2
10771,12559,1
10774,12616,2
10775,12621,2
10776,12650,1
10780,12661,2
10781,12664,2
10783,12678,2
10784,12692,2
10785,12809,2
10786,12870,2
10787,12880,2
10788,12892,4
10793,12894,2
10794,12907,2
10795,12954,1
10798,12961,4
10800,12968,2
10801,13107,5
10805,13110,2
10806,13158,2
10807,13162,2
10808,13199,1
10811,13214,1
10816,13256,2
10817,13270,1
10819,13320,2
10820,13327,1
10822,13329,2
10823,13348,2
10824,13376,2
10825,13383,2
10826,13398,1
10829,13508,1
10832,13513,2
10833,13567,2
10834,13592,1
10837,13614,2
10838,13619,2
10839,13669,2
10840,13711,1
10843,13715,2
10844,13719,2
10845,13795,2
10847,13827,2
10848,13835,2
10850,13855,2
10851,13897,2
10852,13942,2
10853,13965,2
10854,13968,2
10855,13981,2
10856,13986,2
10857,13988,2
10860,14011,1
10862,14027,2
10863,14044,2
10864,14053,2
10865,14059,2
10866,14074,1
10870,14076,2
10871,14086,2
10872,14104,2
10873,14105,2
10874,14153,2
10875,14173,1
10878,14298,2
10879,14312,2
10881,14349,2
10882,14426,1
10886,14478,5
10889,14492,1
10892,14546,2
10893,14569,5
10895,14575,2
10896,14625,2
10897,14641,2
10899,14651,2
10900,14753,2
10901,14770,2
10902,14816,1
10905,14826,2
10906,14843,2
10908,14852,2
10909,14874,2
10912,14912,1
10914,14917,2
10915,14960,1
10920,14985,2
10921,15032,5
10923,15035,2
10924,15077,2
10925,15078,2
10926,15094,2
10927,15106,2
10928,15156,2
10929,15239,2
10930,15269,2
10931,15421,2
10932,15534,2
10933,15560,2
10934,15562,2
10935,15567,2
10936,15724,1
10938,15766,2
10939,15776,2
10940,15861,1
10944,15866,1
10947,15918,2
10948,15976,2
10949,16013,1
10951,16073,2
10952,16096,2
10953,16105,5
10956,16167,2
10957,16249,2
10958,16279,2
10959,16291,2
10960,16351,2
10961,16368,2
10962,16396,2
10963,16432,1
10967,16436,2
10968,16473,2
10969,16568,1
10973,16573,2
10974,16585,2
10975,16627,2
10976,16635,1
10978,16695,1
10981,16704,1
10986,16741,1
10990,16747,1
10993,16750,1
10997,16894,1
10999,16900,2
11000,16951,2
11001,17047,2
11002,17080,2
11003,17128,1
11007,17186,1
11010,17241,2
11011,17399,1
11016,17432,2
11017,17454,1
11020,17462,1
11024,17592,2
11026,17647,2
11027,17781,1
11032,17828,2
11033,17862,5
11037,17898,1
11040,17921,5
11041,17932,1
11044,17936,1
11048,17945,4
11053,17951,1
11055,18030,1
11058,18094,2
11059,18121,2
11060,18129,2
11061,18164,2
11062,18194,5
11063,18219,2
11064,18241,1
11068,18254,1
11072,18258,2
11073,18273,2
11074,18284,1
11076,18341,1
11080,18351,2
11081,18377,1
11086,18411,2
11087,18460,2
11088,18463,2
11089,18496,1
11094,18531,1
11096,18560,2
11097,18665,2
11098,18730,2
11099,18736,1
11103,18748,1
11107,18779,2
11108,18812,1
11111,18835,1
11116,18852,2
11117,18900,2
11118,18906,2
11119,18913,2
11120,18926,2
11121,18981,2
11122,18986,1
11124,19013,2
11125,19020,2
11126,19033,2
11127,19040,2
11128,19046,2
11129,19053,1
11132,19055,2
11133,19056,2
11134,19071,1
11138,19094,2
11139,19096,2
11140,19111,2
11141,19114,2
11142,19133,1
11144,19166,1
11147,19194,1
11151,19235,2
11152,19291,2
11153,19316,1
11155,19340,1
11157,19345,2
11158,19405,2
11159,19480,2
11160,19584,2
11161,19617,2
11162,19623,1
11165,19649,1
11167,19657,2
11168,19670,1
11171,19696,5
11174,19754,1
11177,19769,2
11178,19872,2
11179,19888,2
11180,19900,1
11183,19918,2
11185,19947,2
11186,20024,1
11188,20044,1
11190,20049,2
11191,20078,2
11192,20089,2
11193,20114,1
11195,20212,1
11199,20232,2
11200,20263,4
11205,20266,2
11206,20318,2
11207,20340,1
11211,20341,1
11214,20377,2
11215,20387,2
11216,20394,2
11217,20395,2
11218,20479,2
11219,20503,5
11222,20521,2
11223,20555,2
11224,20574,2
11225,20587,1
11228,20592,2
11229,20628,2
11230,20641,1
11232,20668,2
11233,20694,1
11236,20756,2
11237,20805,2
11238,20825,2
11239,20848,5
11242,20864,2
11244,20953,5
11247,20955,2
11248,20973,2
11249,20990,2
11252,21063,1
11255,21077,2
11256,21135,1
11259,21198,2
11260,21231,2
11261,21236,5
11262,21243,2
11263,21265,1
11266,21276,1
11269,21309,2
11270,21367,1
11273,21391,1
11276,21395,2
11277,21437,5
11278,21508,2
11279,21515,1
11284,21526,1
11286,21583,2
11287,21595,2
11288,21599,2
11289,21616,5
11290,21629,2
11291,21647,1
11294,21750,2
11295,21763,2
11297,21789,2
11298,21792,1
11301,21839,5
11305,21846,2
11306,21850,1
11310,21857,2
11311,21890,2
11312,21902,1
11317,21954,2
11318,21955,2
11319,21965,5
11320,21979,2
11321,22034,2
11322,22072,1
11326,22084,2
11327,22100,2
11328,22107,1
11332,22136,2
11333,22193,2
11334,22206,2
11335,22273,2
11336,22280,4
11341,22304,2
11342,22334,1
11344,22339,2
11345,22346,2
11346,22373,1
11350,22425,5
11353,22459,2
11354,22462,1
11359,22479,1
11361,22553,1
11364,22561,1
11367,22593,1
11372,22741,5
11373,22742,2
11374,22758,2
11375,22793,2
11376,22817,1
11378,22820,2
11380,22885,2
11381,22889,2
11382,22909,1
11385,22956,1
11389,22973,1
11392,22985,2
11393,23003,2
11394,23024,2
11395,23049,2
11396,23107,2
11397,23140,2
11398,23150,2
11399,23182,2
11400,23193,1
11405,23258,2
11406,23278,1
11408,23319,1
11411,23328,5
11412,23355,1
11416,23372,1
11421,23386,2
11422,23417,1
11426,23423,1
11429,23452,2
11430,23511,2
11431,23534,2
11432,23536,2
11433,23584,1
11435,23592,5
11436,23622,2
11437,23644,1
11442,23665,2
11443,23687,5
11446,23735,2
11447,23745,2
11448,23749,1
11452,23771,1
11454,23809,2
11456,23829,1
11461,23856,1
11465,23945,2
11466,23976,2
11467,23996,1
11471,24001,2
11472,24027,1
11475,24115,1
11477,24159,2
11478,24186,2
11479,24193,2
11480,24201,5
11481,24238,5
11482,24239,2
11484,24245,2
11485,24256,4
11490,24266,2
11491,24270,2
11492,24282,2
11493,24298,2
11494,24299,2
11495,24306,1
11498,24394,2
11499,24415,2
11500,24485,2
11501,24581,1
11504,24605,1
11508,24631,1
11511,24725,2
11512,24784,2
11513,24840,2
11514,24842,2
11515,24906,2
11516,24979,2
11517,24984,2
11518,25030,2
11521,25052,1
11524,25070,2
11526,25071,2
11527,25076,2
11528,25079,2
11529,25132,2
11530,25163,2
11531,25299,2
11532,25304,1
11536,25328,5
11538,25343,1
11543,25411,2
11544,25506,2
11545,25601,2
11546,25625,2
11547,25635,2
11549,25650,2
11550,25659,1
11553,25665,2
11554,25713,5
11558,25807,3
11559,25852,1
11562,25874,1
11565,25918,2
11566,25957,2
11567,26002,2
11568,26019,2
11569,26036,2
11570,26046,5
11574,26053,1
11577,26087,2
11578,26095,2
11579,26108,2
11580,26175,2
11581,26227,2
11582,26280,2
11585,26285,2
11586,26308,5
11587,26311,2
11588,26314,1
11591,26328,1
11594,26329,2
11595,26333,2
11597,26338,2
11599,26454,1
11603,26542,4
11608,26562,2
11609,26565,2
11610,26600,2
11611,26633,1
11614,26637,1
11617,26650,2
11618,26652,2
11619,26671,5
11623,26716,5
11626,26723,2
11627,26726,1
11629,26749,1
11633,26764,2
11634,26835,2
11635,26859,2
11636,26880,1
11640,26896,2
11641,26919,1
11644,26970,2
11646,26985,1
11650,26988,2
11651,27018,5
11652,27026,2
11653,27075,2
11654,27094,2
11655,27100,2
11656,27118,5
11659,27129,2
11660,27159,1
11662,27210,1
11665,27368,2
11666,27395,2
11667,27425,1
11672,27459,1
11675,27493,5
11676,27529,2
11677,27547,2
11678,27561,2
11679,27645,1
11683,27701,2
11684,27739,1
11686,27764,5
11687,27782,5
11690,27833,2
11691,27837,2
11692,27854,1
11696,27895,2
11697,27915,1
11701,27920,2
11702,27926,1
11705,27967,2
11706,28014,1
11711,28035,2
11712,28083,2
11713,28147,2
11714,28167,2
11715,28187,1
11718,28214,2
11719,28215,1
11722,28267,2
11723,28336,1
11726,28359,2
11727,28450,2
11728,28451,2
11730,28468,1
11731,28527,1
11735,28560,2
11736,28637,2
11737,28658,2
11738,28687,2
11739,28717,2
11740,28735,2
11741,28746,2
11742,28787,1
11746,28797,2
11748,28805,2
11750,28821,2
11751,28823,1
11755,28855,2
11756,28916,2
11757,28940,2
11760,28944,1
11763,28960,5
11765,28985,2
11766,28989,2
11767,28995,1
11771,29000,2
11772,29003,1
11777,29007,1
11781,29016,1
11785,29078,1
11790,29143,1
11793,29241,2
11794,29256,2
11795,29280,2
11796,29292,2
11797,29307,1
11800,29356,2
11801,29385,1
11804,29484,1
11807,29490,2
11808,29535,2
11809,29633,5
11810,29670,2
11811,29672,5
11815,29716,2
11816,29760,1
11819,29776,2
11820,29797,2
11821,29845,5
11823,29867,1
11827,29909,5
11830,29921,2
11831,29955,2
11832,29959,2
11833,29960,2
11834,29967,1
11837,29981,5
11840,29987,1
11843,30015,2
11844,30016,2
11845,30063,2
11846,30098,4
11851,30111,5
11854,30213,1
11858,30219,1
11860,30225,2
11861,30233,2
11862,30237,2
11863,30262,2
11865,30266,2
11866,30280,2
11867,30335,1
11869,30417,1
11873,30439,2
11874,30443,2
11875,30475,1
11879,30569,1
11882,30632,2
11883,30712,1
11888,30719,2
11890,30751,5
11893,30787,2
11894,30815,2
11895,30834,2
11896,30933,1
11900,31030,1
11904,31103,1
11908,31128,2
11909,31163,1
11914,31202,5
11917,31221,2
11918,31262,2
11919,31313,1
11923,31322,1
11927,31371,2
11929,31437,2
11930,31467,2
11931,31536,2
11932,31544,2
11934,31614,1
11937,31629,2
11938,31636,2
11939,31654,2
11940,31655,2
11941,31709,2
11942,31790,2
11943,31817,5
11946,31828,2
11947,31848,1
11950,31853,2
11951,31861,2
11952,31891,2
11954,31929,1
11958,31955,1
11961,31984,2
11964,31985,1
11967,31995,1
11971,32004,1
11975,32116,2
11976,32134,2
11977,32195,1
11980,32209,2
11981,32286,2
11982,32294,2
11984,32307,5
11987,32343,1
11991,32374,2
11992,32376,2
11993,32395,2
11994,32429,2
11995,32536,2
11996,32593,2
11997,32599,2
11998,32628,1
12001,32641,5
12004,32655,2
12005,32676,1
12009,32721,5
12013,32766,2
12016,32770,2
12017,32801,2
12018,32896,2
12019,32902,2
12020,32913,2
12021,32940,1
12023,32970,1
12027,32971,2
12028,33000,1
12031,33014,2
12032,33038,2
12033,33068,5
12034,33075,2
12035,33085,2
12036,33092,2
12037,33111,1
12039,33166,2
12040,33217,5
12043,33248,2
12044,33281,1
12047,33366,2
12048,33368,2
12049,33404,2
12050,33467,2
12051,33521,2
12052,33540,2
12053,33549,2
12054,33632,1
12058,33637,1
12060,33670,1
12063,33707,5
12066,33774,2
12067,33782,2
12068,33822,2
12069,33824,1
12072,33839,2
12073,33842,1
12075,33856,2
12076,33859,5
12077,33881,5
12079,33903,1
12082,33905,2
12083,33967,1
12086,33977,2
12087,33989,2
12088,33994,1
12092,34009,2
12093,34022,2
12094,34091,1
12098,34112,1
12102,34151,2
12103,34188,2
12104,34241,2
12105,34260,1
12108,34279,5
12110,34287,1
12115,34301,1
12117,34304,1
12122,34319,2
12123,34389,2
12124,34399,2
12125,34404,2
12126,34417,1
12128,34447,5
12131,34448,2
12132,34470,1
12135,34497,1
12140,34500,2
12141,34507,1
12143,34615,1
12145,34661,1
12147,34681,2
12148,34704,2
12149,34740,2
12150,34784,1
12153,34785,2
12154,34821,2
12155,34824,2
12156,34840,2
12157,34855,1
12161,34882,2
12162,34932,2
12163,34963,1
12166,34973,2
12168,34994,2
12169,35001,2
12170,35020,1
12173,35086,2
12174,35130,2
12176,35166,2
12178,35188,2
12179,35197,1
12184,35368,1
12187,35371,2
12188,35374,1
12191,35383,2
12192,35398,2
12193,35399,2
12194,35402,1
12197,35426,1
12199,35512,2
12201,35526,2
12202,35531,2
12203,35567,1
12205,35569,2
12208,35598,2
12210,35605,1
12213,35619,2
12214,35642,2
12215,35699,2
12216,35718,2
12217,35726,2
12218,35743,1
12221,35760,2
12222,35806,1
12224,35837,5
12228,35896,2
12229,35909,2
12231,35913,2
12232,35946,2
12233,35970,2
12234,36004,2
12235,36034,5
12238,36046,2
12239,36057,5
12243,36062,2
12244,36098,2
12245,36190,2
12246,36191,2
12247,36203,1
12249,36259,1
12252,36305,1
12255,36343,1
12258,36351,2
12259,36424,1
12263,36425,2
12264,36453,2
12265,36470,2
12266,36472,2
12268,36496,2
12270,36505,1
12275,36549,2
12276,36577,1
12280,36706,1
12283,36717,2
12284,36732,1
12288,36755,2
12289,36775,2
12291,36817,1
12294,36843,1
12298,36854,1
12301,36899,4
12303,36910,2
12305,36931,1
12308,36964,5
12311,36968,2
12312,36991,2
12314,37025,2
12317,37046,2
12318,37085,1
12322,37117,1
12325,37125,1
12328,37129,2
12329,37175,2
12330,37202,2
12331,37230,2
12332,37299,2
12333,37300,2
12334,37311,1
12336,37320,1
12340,37340,2
12343,37354,1
12348,37366,2
12349,37396,2
12350,37397,2
12351,37522,2
12353,37523,2
12354,37571,1
12358,37621,2
12359,37684,2
12361,37686,2
12362,37687,2
12363,37703,2
12364,37738,1
12368,37772,1
12370,37861,5
12374,37864,5
12378,37883,2
12379,37890,2
12380,37926,2
12381,37963,1
12384,38054,1
12385,38106,1
12388,38175,1
12389,38209,2
12390,38211,1
12394,38225,2
12395,38246,2
12396,38272,2
12397,38310,2
12398,38331,2
12399,38420,2
12400,38454,2
12401,38456,2
12402,38485,2
12403,38520,2
12404,38559,2
12405,38581,2
12406,38613,1
12408,38621,2
12409,38664,2
12410,38710,1
12413,38719,2
12414,38785,2
12415,38811,2
12416,38868,2
12418,38904,2
12419,38931,2
12420,38936,1
12425,38950,1
12430,38953,2
12432,38973,2
12435,38988,1
12438,38993,2
12439,39058,5
12443,39117,2
12444,39144,1
12447,39151,2
12448,39174,1
12452,39217,2
12453,39221,2
12454,39254,2
12455,39256,1
12459,39277,2
12461,39286,1
12464,39299,1
12466,39305,2
12467,39353,2
12468,39386,1
12471,39390,1
12473,39409,2
12474,39424,1
12477,39443,2
12479,39461,1
12483,39476,2
12484,39481,2
12485,39559,2
12487,39663,1
12490,39713,2
12491,39724,2
12492,39791,2
12493,39805,2
12494,39843,2
12495,39849,2
12496,39851,1
12501,39909,2
12502,39940,2
12503,39995,2
12504,40010,5
12506,40022,1
12508,40041,2
12509,40045,1
12511,40060,1
12513,40084,2
12515,40096,2
12516,40115,1
12519,40142,2
12520,40199,2
12521,40206,2
12522,40215,2
12523,40219,2
12524,40268,2
12526,40278,1
12529,40315,2
12530,40335,1
12533,40362,2
12534,40364,2
12535,40391,2
12536,40420,1
12540,40422,2
12541,40471,2
12542,40473,2
12543,40488,2
12545,40498,2
12546,40507,1
12550,40519,2
12551,40523,2
12554,40527,1
12557,40534,2
12558,40680,2
12559,40728,2
12560,40729,2
12561,40738,1
12565,40769,2
12566,40817,2
12568,40847,2
12569,40857,2
12570,40884,1
12573,40940,2
12574,40953,2
12575,40967,2
12576,40988,5
12579,41003,2
12580,41023,2
12581,41037,1
12583,41063,1
12585,41093,2
12586,41128,2
12587,41175,1
12589,41179,1
12592,41185,2
12593,41241,2
12594,41317,1
12596,41347,2
12597,41350,2
12598,41387,1
12601,41399,2
12602,41432,5
12603,41436,2
12604,41450,2
12606,41498,2
12607,41501,1
12610,41578,2
12611,41617,1
12614,41653,2
12616,41687,1
12619,41692,2
12620,41703,2
12621,41764,1
12624,41768,2
12625,41769,2
12626,41813,1
12629,41815,2
12630,41850,2
12631,41867,1
12634,41871,2
12635,41890,2
12636,41903,1
12638,41924,1
12641,41969,2
12642,42005,2
12643,42007,2
12644,42014,5
12645,42030,2
12646,42043,2
12647,42105,2
12648,42140,2
12649,42188,2
12650,42229,2
12651,42262,2
12652,42278,1
12657,42298,5
12661,42343,1
12665,42357,1
12668,42397,2
12669,42551,2
12670,42571,1
12674,42613,2
12675,42618,2
12676,42641,1
12679,42702,2
12680,42708,1
12682,42717,1
12685,42746,1
12688,42766,2
12689,42778,2
12690,42794,2
12691,42811,2
12693,42815,2
12694,42818,2
12695,42903,2
12696,42905,2
12697,42908,1
12701,42937,2
12702,42944,2
12703,42953,2
12706,42985,2
12707,43014,2
12708,43057,1
12710,43093,2
12711,43103,2
12713,43120,2
12714,43177,1
12717,43233,5
12719,43282,5
12721,43296,2
12723,43338,2
12724,43348,1
12727,43355,2
12728,43390,2
12729,43415,2
12731,43457,2
12732,43470,2
12733,43559,1
12737,43603,2
12738,43620,2
12739,43623,2
12740,43635,3
12741,43692,2
12742,43742,1
12744,43801,1
12748,43873,2
12749,43937,2
12750,43938,1
12755,43969,2
12757,43979,2
12758,44128,2
12759,44183,5
12761,44199,1
12764,44210,1
12766,44212,2
12767,44230,2
12768,44238,2
12769,44261,1
12772,44320,2
12773,44355,2
12775,44403,2
12776,44405,2
12777,44438,4
12778,44458,2
12779,44462,1
12782,44475,2
12783,44520,1
12787,44530,5
12788,44612,2
12789,44615,2
12790,44683,5
12794,44711,1
12798,44739,2
12799,3376,2
12800,5071,1
12802,35541,2
12803,43302,2
12806,5188,2
12807,6405,1
12812,8747,1
12815,23029,2
12816,30554,2
12817,23562,2
12818,23948,2
12819,38809,2
12820,343,5
12822,991,5
12825,3480,2
12826,11278,2
12827,12825,2
12828,15664,2
12829,17089,2
12830,17340,2
12831,20022,1
12835,20715,1
12838,25355,1
12842,26499,2
12843,27380,2
12844,27494,1
12848,28174,2
12849,33998,2
12850,35884,2
12851,40955,2
12852,38309,2
12853,1490,1
12857,94,2
12858,102,2
12859,255,2
12860,278,2
12861,758,1
12864,777,2
12865,861,2
12866,871,1
12869,919,2
12871,1225,2
12872,1399,1
12876,1690,1
12880,1775,5
12883,1785,2
12884,2078,2
12885,2204,2
12886,2304,2
12887,2325,1
12890,2569,1
12894,2762,5
12897,2914,2
12898,2970,5
12899,3015,4
12904,3117,5
12905,3320,2
12907,3413,2
12908,3956,5
12912,4073,2
12913,4673,1
12916,4720,2
12917,4721,2
12918,5066,1
12923,5097,2
12924,5580,2
12925,5686,2
12926,5783,2
12927,6020,1
12932,6215,2
12933,6283,5
12936,6286,2
12937,6343,1
12941,6532,2
12943,6819,2
12944,6830,2
12946,7069,5
12950,7336,2
12951,7552,2
12952,7657,2
12953,7722,2
12954,7745,1
12957,7882,2
12959,7907,2
12960,7916,1
12963,7944,1
12966,7992,2
12967,8117,1
12969,8142,1
12973,8475,2
12975,8602,2
12976,8673,1
12979,8700,1
12981,8836,2
12982,9020,2
12983,9112,2
12984,9166,2
12985,9173,2
12986,9365,2
12987,9695,1
12990,9724,2
12992,9744,5
12995,10159,2
12996,10396,2
12997,10492,1
13000,10543,2
13002,10582,1
13007,10655,2
13008,10957,5
13009,11283,2
13010,11356,2
13011,11382,2
13012,11417,2
13013,11473,2
13014,11609,2
13015,11719,2
13016,11779,1
13020,12283,1
13022,12327,2
13023,12393,1
13026,12397,1
13029,12535,2
13030,12544,1
13033,12665,2
13034,12759,1
13038,12864,1
13041,12940,2
13042,12947,2
13043,12970,5
13045,13015,1
13048,13082,1
13051,13182,2
13052,13295,1
13056,13322,5
13057,13414,2
13058,13485,5
13059,13509,1
13062,13533,2
13063,13609,2
13064,13776,2
13065,13884,5
13066,14050,5
13069,14187,5
13071,14306,2
13073,14375,2
13074,14494,1
13076,14622,2
13077,14678,2
13079,14858,1
13081,14936,2
13082,15017,2
13083,15044,2
13084,15100,1
13086,15102,2
13087,15148,1
13092,15203,5
13095,15267,2
13096,15448,2
13097,15490,2
13098,15506,2
13099,15711,2
13100,15888,1
13103,15909,2
13105,16069,2
13106,16072,1
13109,16233,2
13110,16238,2
13111,16408,2
13113,16583,2
13114,16611,1
13117,16708,2
13118,16711,2
13119,16817,2
13120,17072,2
13122,17101,2
13123,17115,2
13124,17165,2
13126,17539,1
13130,17636,2
13131,17649,2
13132,17664,2
13133,17782,2
13134,17791,2
13135,17848,4
13139,17869,5
13140,17870,2
13141,18323,2
13142,18406,2
13143,18473,2
13144,18503,1
13146,18659,1
13148,18687,1
13150,18818,2
13151,19007,2
13152,19087,2
13153,19286,2
13154,19378,2
13155,19508,2
13156,19698,2
13157,19841,1
13159,19933,1
13163,19967,2
13164,19975,2
13166,20017,5
13169,20202,1
13171,20238,1
13174,20326,2
13175,20408,2
13176,20653,2
13177,20701,2
13179,20725,2
13180,20803,5
13184,20899,2
13185,20903,2
13186,20983,2
13187,21041,2
13188,21056,2
13189,21219,2
13190,21377,2
13191,21404,2
13192,21485,1
13194,21551,1
13197,21715,5
13199,21947,2
13200,21975,1
13203,22150,2
13204,22213,2
13205,22427,2
13206,22488,5
13208,22538,2
13209,22541,1
13213,22563,5
13216,22659,1
13219,23025,2
13220,23031,1
13223,23041,2
13224,23096,2
13225,23154,1
13228,23346,1
13232,23350,2
13234,23407,2
13235,23500,2
13236,23600,1
13241,23692,2
13242,23701,1
13246,23797,2
13247,23985,1
13249,24006,2
13250,24234,2
13251,24460,2
13253,24482,4
13258,24494,1
13261,24770,2
13262,24782,2
13263,24847,2
13264,24853,2
13265,24924,2
13266,24944,1
13270,25029,2
13271,25148,2
13272,25186,2
13273,25351,2
13274,25523,2
13276,25554,2
13277,25567,2
13279,25633,2
13280,25653,1
13283,25654,2
13284,25888,2
13285,25969,1
13288,26260,2
13289,26427,1
13292,26467,1
13295,26713,2
13296,26745,2
13297,26823,2
13298,26836,2
13299,26882,2
13300,26910,5
13301,26934,2
13302,26954,2
13303,27208,2
13305,27296,2
13306,27411,1
13310,27438,2
13311,27578,2
13312,27635,1
13315,27879,5
13316,27938,2
13318,27961,1
13321,28084,5
13323,28150,1
13326,28173,1
13329,28192,2
13330,28272,2
13331,28695,2
13332,28876,5
13333,29085,1
13336,29178,2
13337,29314,2
13338,29351,1
13340,29358,5
13342,29491,1
13344,29563,2
13345,29580,1
13349,29648,1
13353,29994,2
13354,30132,2
13355,30171,2
13357,30373,2
13359,30460,2
13360,30533,2
13362,30727,2
13363,30866,2
13364,30873,2
13366,31152,2
13367,31312,2
13369,31336,2
13370,31373,2
13371,31424,1
13375,31440,1
13377,31447,2
13378,31569,2
13379,31746,2
13380,32113,5
13384,32193,2
13385,32367,2
13386,32592,2
13387,32771,2
13388,33005,2
13389,33115,2
13390,33153,2
13391,33325,2
13392,33410,2
13393,33439,5
13397,33518,2
13398,33665,2
13399,33732,2
13401,34100,2
13402,34231,5
13404,34324,2
13405,34460,1
13408,34831,2
13409,34845,2
13410,35066,2
13411,35273,2
13412,35362,2
13413,35513,1
13415,35634,2
13416,35653,5
13420,35833,2
13421,35926,1
13425,35997,2
13426,36108,2
13428,36140,1
13431,36269,2
13432,36643,1
13436,36675,2
13437,36929,1
13441,37002,2
13443,37020,2
13444,37150,1
13447,37239,2
13448,37285,2
13449,37583,5
13453,37641,1
13456,37754,2
13457,37783,2
13458,38076,2
13459,38099,2
13461,38129,2
13462,38208,1
13465,38379,2
13466,38501,1
13469,38534,5
13470,38655,2
13471,38666,1
13476,38742,5
13480,39126,1
13483,39135,1
13485,39137,2
13486,39270,2
13487,39492,2
13488,39889,2
13489,39910,1
13492,40267,2
13494,40333,2
13495,40415,1
13499,40478,2
13500,40484,1
13503,40547,2
13504,40598,2
13505,41013,1
13507,41095,2
13508,41576,2
13509,41582,5
13512,41689,2
13513,41726,1
13517,41806,1
13521,42325,2
13522,42457,2
13523,42615,2
13524,42616,2
13525,42649,2
13526,42829,2
13527,42882,2
13528,43074,2
13529,43152,2
13530,43424,1
13533,43473,1
13535,43538,2
13536,43755,2
13537,43822,2
13538,43827,2
13539,43927,2
13540,44135,2
13542,86,2
13543,18822,2
13544,26719,2
13545,36681,1
13548,37769,1
13551,40646,2
13552,36596,4
13556,40903,1
13560,42331,1
