id,candidate_id,timetable_id
2590,40954,2
2591,8192,1
2594,17881,1
2596,23981,2
2597,2765,2
2598,10241,2
2599,10378,2
2601,11361,2
2602,12318,2
2603,12902,2
2604,13599,1
2607,18055,2
2608,18594,1
2612,23138,2
2613,26401,1
2617,29350,2
2619,31066,2
2621,35759,2
2622,37688,1
2626,9709,1
2628,18763,2
2629,29317,1
2631,33995,2
2632,20662,1
2636,7737,1
2639,160,1
2642,165,2
2643,785,2
2646,805,2
2647,862,2
2648,970,2
2649,971,2
2650,1239,2
2651,1324,1
2655,1515,2
2656,1888,2
2657,1938,2
2658,2411,1
2662,2692,2
2663,2857,1
2666,2993,1
2668,3307,2
2669,3433,2
2670,3509,1
2675,3549,2
2676,3608,2
2677,3679,2
2678,3909,2
2679,3975,2
2681,4123,1
2684,4226,2
2685,4283,2
2686,4508,1
2690,4524,2
2692,4619,1
2696,4672,1
2699,4772,2
2700,4892,2
2701,5074,2
2703,5131,5
2705,5159,2
2706,5228,2
2708,5586,2
2709,5649,2
2710,5779,1
2713,5825,2
2714,6070,1
2718,6080,2
2719,6278,2
2720,6557,2
2721,6609,1
2724,6639,1
2727,7189,4
2732,7217,2
2733,7303,1
2736,7989,2
2737,8013,2
2738,8089,2
2739,8095,2
2740,8643,2
2741,8753,2
2742,8927,1
2745,8978,1
2749,9203,2
2750,9360,2
2751,9527,1
2755,9569,2
2756,9605,2
2757,9738,2
2758,9754,1
2760,9780,2
2761,9796,2
2762,9799,2
2763,9821,2
2764,9876,4
2765,10202,2
2766,10260,1
2769,10339,4
2774,10411,2
2775,10533,2
2776,10559,1
2780,10629,1
2783,10635,2
2784,10713,1
2788,11095,2
2789,11118,2
2790,11168,2
2791,11210,1
2794,11319,2
2795,11972,2
2797,12036,2
2798,12686,5
2801,12753,2
2802,12867,2
2803,12912,1
2805,13230,2
2806,13309,1
2809,13361,2
2810,13410,2
2812,13412,2
2813,13652,1
2816,13850,2
2817,13916,1
2822,14054,2
2823,14162,2
2824,14167,2
2825,14304,2
2826,14483,2
2827,14764,1
2829,14847,1
2832,15260,2
2833,15390,1
2835,15509,2
2836,15957,2
2837,15989,2
2838,16217,2
2839,16228,2
2840,16309,2
2841,16456,1
2844,16474,2
2845,16490,2
2846,16683,2
2847,16745,2
2848,16844,1
2851,16904,2
2852,16968,1
2857,17207,2
2858,17277,2
2859,17380,5
2861,17509,2
2862,17685,2
2863,17808,2
2864,17840,1
2868,17912,2
2869,18099,2
2871,18140,2
2872,18198,1
2877,18342,2
2878,18561,1
2881,18564,2
2882,18820,2
2883,19022,2
2884,19243,2
2885,19630,2
2886,19709,2
2887,19818,2
2888,19889,2
2890,19897,2
2891,19995,2
2892,20002,2
2893,20030,2
2896,20075,1
2898,20203,1
2901,20282,1
2904,20285,1
2909,20335,2
2910,20485,2
2911,20599,2
2912,20696,2
2913,20879,2
2914,21093,2
2915,21207,1
2917,21251,2
2918,21399,2
2919,21433,1
2922,21729,2
2923,21822,1
2926,21824,2
2927,22096,2
2928,22108,2
2929,22123,2
2930,22343,2
2931,22409,1
2936,22718,2
2937,22887,2
2938,22900,2
2939,22938,1
2942,22955,1
2946,23083,2
2947,23434,2
2948,23462,2
2949,23599,1
2952,23602,2
2953,23706,2
2954,24015,1
2957,24105,2
2958,24127,1
2961,24139,2
2963,24217,1
2967,24227,2
2968,24268,1
2971,24302,2
2972,24452,2
2973,24515,1
2978,24567,2
2979,24830,1
2982,25176,2
2983,25241,2
2984,25301,2
2985,25469,2
2986,25795,4
2991,25924,2
2992,26017,1
2996,26142,1
2999,26257,2
3000,26663,2
3002,26772,1
3005,26825,2
3006,27154,2
3007,27168,1
3010,27253,2
3011,27273,2
3012,27275,2
3013,27302,2
3014,27331,2
3015,27341,1
3019,27366,2
3020,27513,2
3021,27642,1
3026,27675,2
3027,27766,2
3028,27933,2
3030,27962,5
3031,27977,5
3033,28066,2
3034,28087,2
3035,28461,2
3036,28595,1
3040,28705,2
3041,28740,4
3046,28744,1
3050,29279,1
3053,29312,2
3054,29353,1
3056,29372,1
3060,29414,2
3061,29536,1
3066,29738,2
3067,29759,2
3068,29786,2
3069,29935,2
3070,30027,2
3071,30165,2
3072,30330,2
3073,30395,2
3074,30397,2
3075,30402,2
3076,30495,2
3077,30929,2
3078,31058,2
3079,31087,2
3080,31088,1
3084,31126,2
3085,31291,2
3086,31399,2
3087,31657,1
3090,31667,2
3091,31714,2
3092,31852,5
3094,31859,1
3097,31910,2
3098,31921,2
3099,32042,1
3103,32241,2
3104,32715,1
3107,33218,2
3108,33269,5
3111,33680,2
3112,33895,2
3113,34007,2
3114,34031,2
3115,34035,1
3117,34136,2
3118,34213,1
3122,34310,1
3125,34613,2
3127,34642,2
3128,34745,2
3129,34755,2
3130,34834,5
3133,34913,1
3135,35140,2
3136,35432,2
3137,35583,1
3140,35747,1
3144,35957,1
3146,36076,1
3149,36097,1
3151,36232,2
3154,36278,2
3155,36591,5
3158,36638,2
3159,36652,2
3160,37021,2
3161,37176,2
3162,37414,2
3163,37422,2
3164,37548,1
3167,37639,2
3169,37745,2
3170,37760,2
3171,37786,2
3172,37833,1
3175,37898,1
3180,37972,2
3181,38017,1
3185,38042,1
3188,38091,4
3192,38184,2
3193,38451,2
3194,38568,2
3195,38896,1
3197,38908,2
3198,38940,2
3199,39002,1
3202,39129,2
3203,39147,2
3204,39281,5
3207,39391,2
3208,39412,2
3209,39455,2
3210,39472,1
3213,39482,2
3214,39517,2
3215,39535,2
3216,39597,2
3217,39621,2
3218,39974,2
3220,39985,2
3221,40157,2
3222,40251,2
3223,40432,2
3224,40437,2
3225,40644,2
3226,40767,1
3230,40806,2
3231,40972,1
3234,41198,1
3239,41379,1
3243,41406,2
3244,41419,2
3245,41612,2
3246,41638,2
3247,41666,5
3250,41712,2
3252,41717,2
3253,41725,2
3254,41849,5
3256,42052,2
3257,42055,2
3258,42182,2
3259,42288,2
3261,42443,2
3262,42462,1
3266,42506,2
3267,42528,2
3268,42621,1
3271,42757,2
3272,42813,2
3273,42922,1
3276,42948,2
3277,43272,2
3278,43561,2
3279,43738,2
3280,43786,2
3281,43806,2
3282,44073,1
3285,44074,2
3286,44160,2
3287,44182,2
3288,44196,1
3291,44226,5
3293,44259,2
3294,44286,2
3295,44388,2
3296,44390,2
3297,44433,2
3298,23022,2
3299,42968,5
3303,44081,2
3304,9241,2
3305,14853,1
3307,17857,2
3308,18151,2
3309,18165,2
3310,21269,1
3312,25937,1
3315,35899,1
3320,37808,2
3321,38424,1
3323,39121,2
3324,1261,1
3328,3491,1
3332,24351,2
3333,826,1
3335,3407,2
3336,3869,1
3340,3930,2
3341,4532,2
3342,7267,2
3343,8370,2
3344,9436,2
3345,9516,1
3348,9739,5
3351,9813,2
3352,10161,2
3353,10910,2
3354,13346,5
3357,13535,2
3358,15364,2
3359,15871,1
3363,16332,5
3366,16826,1
3371,18291,1
3374,19780,2
3375,20087,2
3376,20334,2
3378,20608,2
3379,21573,1
3382,21657,2
3383,22307,2
3385,22790,1
3387,25294,2
3388,26623,2
3389,26646,2
3390,27177,2
3391,28005,2
3392,30997,1
3396,33054,1
3400,33428,2
3402,34258,2
3403,34259,2
3404,34408,2
3405,34558,1
3410,35818,2
3411,37648,2
3412,37951,2
3413,39057,2
3414,39143,2
3415,39358,1
3417,40670,5
3420,41562,1
3422,41773,2
3423,42087,2
3425,42470,1
3429,43232,2
3430,43319,5
3433,43651,2
3434,44303,2
3435,6636,2
3436,15201,5
3438,15731,2
3439,15830,2
3440,18004,1
3442,19005,2
3443,23796,2
3445,24861,2
3446,27509,5
3449,30521,2
3450,37109,1
3453,39453,2
3455,766,5
3458,3182,2
3459,4733,2
3460,4854,1
3462,4871,2
3463,5387,2
3464,5694,2
3465,5936,2
3466,7342,2
3467,7703,2
3468,7950,2
3469,9690,2
3470,9846,1
3472,10861,2
3473,13562,1
3476,15083,2
3477,15422,2
3478,15517,2
3479,15727,2
3480,17507,2
3481,17891,2
3482,18161,2
3483,26252,1
3485,26978,2
3487,27407,2
3488,27424,2
3489,29254,1
3492,31942,2
3493,34445,1
3496,37413,2
3497,40305,1
3501,40742,5
3502,29889,2
3503,20682,2
3504,4675,2
3505,10046,2
3506,24722,2
3507,32705,2
3508,41086,1
3511,2833,2
3512,19,2
3514,1521,1
3517,4746,2
3518,4748,2
3519,6284,1
3522,6934,2
3523,7012,2
3525,7756,2
3527,8594,1
3530,10451,1
3534,12558,2
3535,18149,2
3536,19408,2
3537,20980,2
3538,21751,2
3539,22125,1
3541,22250,2
3542,22415,2
3544,22475,1
3547,22732,1
3551,23406,2
3552,27891,1
3557,29957,5
3561,30419,2
3562,31549,1
3564,33851,2
3566,34662,2
3567,35144,1
3570,37014,1
3572,37960,2
3573,38082,1
3576,38275,1
3580,38806,2
3581,39992,1
3584,40711,5
3586,41940,2
3587,42315,2
3588,42335,2
3589,42523,1
3591,44326,1
3594,2637,1
3597,38954,1
3601,22094,1
3603,7,2
3604,28,2
3605,85,1
3608,128,2
3610,152,2
3611,182,1
3614,240,2
3615,275,2
3616,340,2
3618,359,2
3620,390,2
